code_str,labels
"p = 5
e = 5
if(e < 1) {
    s = 1
}
else if(e < 5) {
    n = 4
}
r = 4
if(r == 4) {
    p = 3
}
else if(r < 3) {
    j = 4
}
else {
    m = 1
}
o = 4
if(o <= 0) {
    r = 0
}
l = 2
y = 5
z = 0
if(z >= 3) {
    z = 1
}
else if(z == 5) {
    x = 5
}
else if(z == 1) {
    m = 1
}
else {
    x = 2
}
END","[0, 0, 1, 0, 0, 0, 0, 0]"
"d = 0
if(d <= 5) {
    s = 3
}
else if(d == 5) {
    u = 2
}
else if(d == 3) {
    f = 0
}
else {
    q = 2
}
n = 3
if(n >= 5) {
    m = 4
}
else {
    m = 5
}
u = 2
if(u <= 0) {
    h = 4
}
r = 3
if(r <= 5) {
    j = 1
}
else if(r > 5) {
    n = 3
}
else if(r > 4) {
    d = 3
}
for(int i=0; i<3; i++) {
    f = 2
}
d = 2
END","[1, 0, 0, 0, 0, 1, 0, 0, 1]"
"y = 3
if(y <= 3) {
    t = 4
}
else if(y < 0) {
    l = 0
}
else if(y >= 0) {
    k = 1
}
else {
    q = 4
}
q = 5
for(int i=0; i<3; i++) {
    t = 5
}
n = 4
if(n <= 0) {
    k = 5
}
else if(n <= 1) {
    k = 5
}
else if(n >= 5) {
    y = 1
}
END","[1, 0, 1, 1, 0, 0, 0]"
"for(int i=0; i<3; i++) {
    m = 1
}
for(int i=0; i<3; i++) {
    w = 3
}
i = 1
for(int i=0; i<3; i++) {
    d = 3
}
l = 3
for(int i=0; i<0; i++) {
    c = 3
}
b = 1
if(b >= 4) {
    o = 3
}
else {
    f = 3
}
END","[1, 1, 1, 0, 0]"
"p = 2
if(p < 5) {
    v = 5
}
w = 1
if(w < 3) {
    i = 4
}
else if(w <= 5) {
    u = 1
}
else if(w <= 1) {
    n = 4
}
else {
    p = 1
}
t = 3
END","[1, 1, 1, 1]"
"o = 5
if(o <= 0) {
    v = 4
}
else if(o < 3) {
    v = 2
}
else if(o <= 3) {
    l = 0
}
else {
    w = 2
}
q = 2
s = 2
x = 2
if(x < 1) {
    w = 2
}
else if(x <= 1) {
    f = 3
}
else if(x < 3) {
    z = 5
}
for(int i=0; i<0; i++) {
    l = 3
}
for(int i=0; i<0; i++) {
    l = 2
}
END","[0, 0, 0, 0, 0, 1, 0, 0]"
"u = 5
if(u < 3) {
    w = 3
}
else if(u == 3) {
    u = 2
}
else {
    j = 0
}
e = 3
if(e == 0) {
    b = 0
}
else {
    k = 3
}
y = 5
for(int i=0; i<2; i++) {
    g = 3
}
l = 5
m = 5
END","[0, 0, 0, 1]"
"z = 2
if(z >= 5) {
    c = 1
}
else if(z < 2) {
    v = 0
}
else if(z > 1) {
    p = 4
}
z = 2
z = 0
END","[0, 0, 1]"
"l = 1
if(l >= 5) {
    v = 1
}
else if(l < 0) {
    u = 1
}
else if(l < 5) {
    p = 3
}
k = 1
q = 3
for(int i=0; i<3; i++) {
    p = 1
}
for(int i=0; i<0; i++) {
    z = 5
}
k = 3
END","[0, 0, 1, 1, 0]"
"p = 3
i = 4
b = 4
if(b < 5) {
    n = 3
}
else if(b <= 3) {
    v = 5
}
END","[1, 0]"
"j = 4
for(int i=0; i<1; i++) {
    s = 0
}
d = 5
i = 5
p = 4
a = 5
for(int i=0; i<3; i++) {
    a = 4
}
END","[1, 1]"
"h = 2
for(int i=0; i<3; i++) {
    k = 0
}
g = 4
g = 5
for(int i=0; i<2; i++) {
    j = 3
}
END","[1, 1]"
"e = 5
h = 1
o = 5
if(o == 4) {
    e = 5
}
else if(o >= 3) {
    w = 4
}
else if(o <= 2) {
    a = 5
}
f = 2
if(f >= 5) {
    t = 5
}
d = 0
j = 3
if(j > 4) {
    y = 3
}
else if(j > 5) {
    e = 0
}
else {
    h = 5
}
END","[0, 1, 0, 0, 0, 0]"
"f = 2
n = 3
f = 0
k = 5
if(k > 4) {
    t = 3
}
else if(k < 2) {
    z = 4
}
else if(k == 0) {
    m = 1
}
f = 2
if(f > 2) {
    j = 2
}
f = 0
END","[1, 0, 0, 0]"
"s = 4
if(s >= 1) {
    r = 4
}
l = 3
t = 4
v = 2
for(int i=0; i<2; i++) {
    r = 2
}
c = 1
END","[1, 1]"
"for(int i=0; i<1; i++) {
    y = 5
}
m = 2
if(m == 1) {
    f = 1
}
else if(m == 4) {
    c = 5
}
else {
    s = 0
}
t = 2
z = 5
for(int i=0; i<0; i++) {
    c = 3
}
for(int i=0; i<1; i++) {
    d = 0
}
j = 5
END","[1, 0, 0, 0, 1]"
"s = 1
v = 3
if(v == 3) {
    a = 2
}
else if(v <= 0) {
    x = 2
}
else if(v == 0) {
    p = 3
}
f = 3
if(f >= 3) {
    b = 0
}
else {
    f = 1
}
END","[1, 0, 0, 1]"
"j = 3
h = 1
if(h == 2) {
    m = 5
}
else if(h <= 3) {
    m = 0
}
else if(h <= 3) {
    w = 5
}
r = 3
b = 5
END","[0, 1, 1]"
"i = 0
r = 5
if(r <= 0) {
    w = 4
}
else if(r > 5) {
    j = 0
}
else if(r < 4) {
    n = 5
}
for(int i=0; i<3; i++) {
    a = 3
}
c = 5
for(int i=0; i<1; i++) {
    e = 4
}
j = 4
END","[0, 0, 0, 1, 1]"
"g = 5
for(int i=0; i<2; i++) {
    l = 4
}
for(int i=0; i<0; i++) {
    h = 3
}
h = 1
END","[1, 0]"
"o = 4
if(o >= 2) {
    n = 3
}
else {
    t = 4
}
for(int i=0; i<0; i++) {
    k = 2
}
y = 1
if(y <= 3) {
    o = 5
}
else if(y == 1) {
    v = 0
}
else if(y >= 1) {
    v = 3
}
else {
    f = 0
}
w = 0
if(w <= 3) {
    n = 1
}
else {
    q = 4
}
z = 0
END","[1, 0, 1, 1, 1, 1]"
"z = 1
if(z <= 2) {
    a = 2
}
else if(z >= 3) {
    w = 4
}
else if(z >= 3) {
    z = 2
}
x = 1
for(int i=0; i<1; i++) {
    k = 5
}
k = 1
if(k >= 3) {
    u = 0
}
else if(k < 3) {
    g = 1
}
c = 2
END","[1, 0, 0, 1, 0, 1]"
"for(int i=0; i<0; i++) {
    u = 2
}
b = 3
g = 4
END",[0]
"for(int i=0; i<2; i++) {
    p = 3
}
s = 4
for(int i=0; i<2; i++) {
    s = 2
}
n = 0
p = 4
if(p <= 3) {
    j = 4
}
else if(p < 3) {
    m = 3
}
j = 0
n = 2
END","[1, 1, 0, 0]"
"p = 1
for(int i=0; i<2; i++) {
    n = 5
}
k = 0
for(int i=0; i<3; i++) {
    u = 0
}
for(int i=0; i<2; i++) {
    z = 5
}
e = 0
if(e <= 3) {
    n = 5
}
else if(e < 0) {
    l = 3
}
for(int i=0; i<2; i++) {
    b = 4
}
END","[1, 1, 1, 1, 0, 1]"
"o = 3
s = 4
if(s >= 0) {
    w = 3
}
else if(s < 1) {
    p = 5
}
else {
    e = 1
}
for(int i=0; i<2; i++) {
    l = 1
}
END","[1, 0, 1]"
"r = 2
if(r < 0) {
    v = 1
}
else if(r >= 4) {
    f = 0
}
else {
    s = 2
}
b = 2
i = 5
if(i >= 1) {
    r = 1
}
z = 4
END","[0, 0, 1]"
"y = 0
g = 1
f = 4
END",[]
"b = 2
if(b > 4) {
    b = 5
}
else if(b == 3) {
    f = 4
}
e = 3
c = 2
if(c <= 5) {
    d = 3
}
else if(c == 2) {
    t = 1
}
else if(c < 0) {
    p = 0
}
y = 4
j = 1
END","[0, 0, 1, 1, 0]"
"n = 0
a = 4
if(a >= 3) {
    w = 4
}
for(int i=0; i<3; i++) {
    c = 3
}
l = 4
m = 2
b = 4
END","[1, 1]"
"h = 5
u = 0
o = 3
END",[]
"e = 1
if(e < 3) {
    p = 2
}
else if(e < 4) {
    b = 5
}
c = 3
j = 2
l = 3
z = 3
if(z <= 3) {
    i = 5
}
else if(z > 0) {
    q = 0
}
else {
    y = 0
}
END","[1, 1, 1, 1]"
"for(int i=0; i<2; i++) {
    w = 0
}
for(int i=0; i<1; i++) {
    t = 5
}
r = 2
if(r < 2) {
    j = 0
}
else if(r == 2) {
    y = 4
}
else if(r >= 4) {
    h = 1
}
else {
    v = 1
}
for(int i=0; i<2; i++) {
    n = 4
}
for(int i=0; i<0; i++) {
    q = 2
}
END","[1, 1, 0, 1, 0, 1, 0]"
"p = 5
o = 5
for(int i=0; i<1; i++) {
    t = 2
}
o = 0
l = 2
if(l < 4) {
    f = 5
}
else if(l <= 1) {
    p = 1
}
else if(l > 2) {
    k = 4
}
else {
    m = 4
}
for(int i=0; i<1; i++) {
    l = 4
}
END","[1, 1, 0, 0, 1]"
"s = 0
if(s < 5) {
    i = 0
}
else if(s <= 5) {
    k = 2
}
else {
    v = 2
}
k = 0
e = 4
h = 5
if(h == 1) {
    v = 5
}
else if(h < 0) {
    i = 3
}
else if(h > 3) {
    m = 2
}
else {
    q = 1
}
s = 1
i = 3
if(i > 3) {
    u = 1
}
else if(i <= 5) {
    g = 5
}
else if(i > 1) {
    w = 1
}
g = 4
END","[1, 1, 0, 0, 1, 0, 1, 1]"
"for(int i=0; i<0; i++) {
    w = 2
}
h = 3
for(int i=0; i<2; i++) {
    y = 4
}
m = 2
END","[0, 1]"
"for(int i=0; i<0; i++) {
    u = 3
}
g = 2
if(g >= 0) {
    o = 1
}
else if(g == 3) {
    y = 2
}
else if(g < 5) {
    j = 4
}
r = 1
if(r < 4) {
    z = 3
}
for(int i=0; i<2; i++) {
    l = 5
}
for(int i=0; i<2; i++) {
    o = 2
}
END","[0, 1, 0, 1, 1, 1, 1]"
"for(int i=0; i<2; i++) {
    o = 4
}
q = 0
if(q > 1) {
    x = 0
}
else if(q <= 2) {
    e = 1
}
else if(q >= 5) {
    g = 2
}
l = 4
if(l >= 5) {
    z = 0
}
else if(l < 3) {
    c = 1
}
else if(l > 1) {
    w = 2
}
else {
    p = 1
}
n = 2
if(n <= 2) {
    y = 0
}
else if(n <= 1) {
    k = 3
}
y = 2
if(y <= 3) {
    q = 2
}
else if(y > 2) {
    h = 2
}
END","[1, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0]"
"s = 5
s = 5
if(s > 2) {
    i = 2
}
else if(s == 1) {
    h = 1
}
else if(s > 1) {
    p = 0
}
else {
    h = 3
}
t = 3
g = 4
END","[1, 0, 1]"
"for(int i=0; i<2; i++) {
    f = 3
}
n = 1
if(n <= 1) {
    s = 4
}
else if(n <= 0) {
    q = 3
}
else {
    t = 5
}
for(int i=0; i<2; i++) {
    k = 3
}
END","[1, 1, 0, 1]"
"s = 2
y = 4
if(y < 1) {
    g = 2
}
s = 1
if(s < 0) {
    y = 4
}
else if(s < 1) {
    g = 0
}
else if(s >= 2) {
    s = 1
}
else {
    w = 0
}
for(int i=0; i<2; i++) {
    n = 4
}
y = 4
if(y <= 2) {
    i = 2
}
else if(y == 1) {
    g = 2
}
else if(y > 4) {
    b = 5
}
for(int i=0; i<3; i++) {
    k = 3
}
for(int i=0; i<1; i++) {
    y = 5
}
END","[0, 0, 0, 0, 1, 0, 0, 0, 1, 1]"
"for(int i=0; i<3; i++) {
    c = 3
}
for(int i=0; i<2; i++) {
    d = 4
}
q = 3
b = 3
for(int i=0; i<3; i++) {
    i = 2
}
END","[1, 1, 1]"
"k = 5
x = 5
for(int i=0; i<0; i++) {
    z = 3
}
h = 4
n = 3
END",[0]
"n = 4
y = 3
n = 2
if(n < 0) {
    v = 1
}
else {
    x = 0
}
for(int i=0; i<1; i++) {
    c = 5
}
b = 2
p = 3
u = 1
END","[0, 1]"
"l = 5
if(l > 4) {
    h = 3
}
for(int i=0; i<0; i++) {
    r = 5
}
g = 4
x = 1
if(x > 3) {
    r = 0
}
else if(x < 4) {
    j = 0
}
else if(x < 3) {
    w = 3
}
c = 4
if(c > 2) {
    x = 3
}
else {
    e = 3
}
j = 5
if(j < 4) {
    x = 3
}
else if(j > 3) {
    n = 5
}
else if(j <= 1) {
    b = 4
}
else {
    y = 1
}
END","[1, 0, 0, 1, 1, 1, 0, 1, 0]"
"s = 2
if(s > 5) {
    h = 0
}
else if(s > 4) {
    y = 0
}
else if(s == 4) {
    k = 1
}
else {
    r = 1
}
z = 1
if(z > 5) {
    x = 1
}
else if(z >= 3) {
    m = 4
}
else if(z > 3) {
    t = 4
}
else {
    l = 0
}
for(int i=0; i<3; i++) {
    q = 0
}
END","[0, 0, 0, 0, 0, 0, 1]"
"m = 4
if(m == 2) {
    q = 0
}
else {
    w = 1
}
u = 1
if(u == 3) {
    t = 1
}
else if(u < 5) {
    v = 0
}
k = 4
if(k == 0) {
    v = 2
}
else if(k < 5) {
    u = 4
}
else if(k > 5) {
    b = 2
}
else {
    c = 3
}
b = 1
if(b <= 0) {
    r = 5
}
else if(b < 4) {
    k = 2
}
l = 1
if(l <= 3) {
    q = 0
}
q = 1
for(int i=0; i<0; i++) {
    r = 3
}
END","[0, 0, 1, 0, 1, 0, 0, 1, 1, 0]"
"u = 4
for(int i=0; i<3; i++) {
    g = 2
}
w = 3
END",[1]
"j = 3
if(j > 5) {
    i = 1
}
else if(j > 0) {
    c = 0
}
else {
    a = 3
}
v = 0
if(v == 4) {
    c = 5
}
else if(v > 5) {
    v = 2
}
else if(v == 5) {
    n = 2
}
else {
    k = 2
}
q = 3
v = 5
r = 0
l = 2
if(l > 1) {
    e = 0
}
else if(l >= 2) {
    e = 5
}
else if(l < 4) {
    c = 4
}
r = 1
END","[0, 1, 0, 0, 0, 1, 1, 1]"
"d = 0
if(d > 4) {
    u = 4
}
else if(d > 1) {
    y = 3
}
else if(d == 2) {
    v = 1
}
f = 4
k = 2
if(k < 2) {
    w = 2
}
else if(k <= 0) {
    a = 0
}
else {
    s = 3
}
e = 4
if(e == 1) {
    l = 1
}
else if(e <= 2) {
    t = 2
}
else {
    h = 0
}
p = 0
if(p <= 2) {
    v = 0
}
else if(p >= 2) {
    o = 2
}
else if(p <= 4) {
    q = 4
}
else {
    w = 3
}
for(int i=0; i<0; i++) {
    q = 2
}
n = 1
END","[0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0]"
"r = 0
if(r > 4) {
    d = 2
}
else if(r < 2) {
    l = 3
}
else if(r > 1) {
    u = 1
}
else {
    r = 4
}
c = 0
h = 0
if(h < 3) {
    s = 5
}
else if(h == 5) {
    g = 3
}
else {
    j = 4
}
v = 5
c = 0
k = 2
END","[0, 1, 0, 1, 0]"
"m = 4
for(int i=0; i<1; i++) {
    v = 5
}
v = 5
a = 2
if(a < 5) {
    a = 2
}
else if(a <= 3) {
    s = 2
}
else {
    e = 0
}
v = 0
z = 1
o = 1
END","[1, 1, 1]"
"z = 2
g = 3
x = 5
u = 5
if(u == 5) {
    b = 4
}
else if(u >= 2) {
    p = 5
}
else if(u <= 1) {
    e = 2
}
r = 3
if(r > 0) {
    c = 3
}
else if(r <= 1) {
    p = 4
}
END","[1, 1, 0, 1, 0]"
"z = 5
if(z > 5) {
    y = 1
}
else if(z > 3) {
    u = 3
}
else if(z > 5) {
    u = 1
}
else {
    t = 1
}
b = 4
s = 1
if(s <= 1) {
    h = 5
}
else if(s == 5) {
    t = 2
}
for(int i=0; i<3; i++) {
    n = 4
}
x = 5
for(int i=0; i<3; i++) {
    h = 0
}
END","[0, 1, 0, 1, 0, 1, 1]"
"l = 5
if(l < 3) {
    e = 5
}
else {
    y = 0
}
for(int i=0; i<1; i++) {
    s = 0
}
for(int i=0; i<1; i++) {
    c = 0
}
x = 0
k = 2
n = 5
for(int i=0; i<0; i++) {
    w = 2
}
END","[0, 1, 1, 0]"
"h = 4
if(h <= 3) {
    t = 2
}
else {
    c = 1
}
w = 1
if(w == 1) {
    z = 0
}
else if(w == 1) {
    k = 0
}
else {
    j = 1
}
j = 4
if(j >= 0) {
    c = 1
}
else if(j <= 0) {
    z = 3
}
else if(j < 5) {
    y = 2
}
n = 3
a = 1
END","[0, 1, 1, 1, 0, 1]"
"w = 5
if(w >= 5) {
    e = 4
}
else if(w >= 2) {
    x = 5
}
else if(w == 4) {
    t = 3
}
for(int i=0; i<1; i++) {
    h = 4
}
n = 0
if(n > 4) {
    a = 0
}
for(int i=0; i<0; i++) {
    e = 1
}
s = 1
if(s > 2) {
    e = 4
}
else if(s == 2) {
    r = 0
}
for(int i=0; i<1; i++) {
    w = 0
}
for(int i=0; i<1; i++) {
    h = 3
}
END","[1, 1, 0, 1, 0, 0, 0, 0, 1, 1]"
"for(int i=0; i<1; i++) {
    h = 2
}
q = 4
for(int i=0; i<2; i++) {
    n = 4
}
m = 4
l = 5
e = 5
if(e < 5) {
    q = 5
}
else if(e > 2) {
    y = 2
}
else if(e == 1) {
    g = 5
}
else {
    n = 1
}
END","[1, 1, 0, 1, 0]"
"o = 5
if(o > 1) {
    n = 2
}
u = 3
h = 4
if(h > 4) {
    j = 2
}
else {
    b = 3
}
s = 1
END","[1, 0]"
"y = 0
b = 0
l = 0
n = 1
for(int i=0; i<1; i++) {
    m = 0
}
for(int i=0; i<0; i++) {
    b = 4
}
i = 0
if(i <= 0) {
    q = 1
}
else if(i > 5) {
    y = 2
}
END","[1, 0, 1, 0]"
"z = 5
p = 4
a = 4
if(a > 3) {
    u = 3
}
END",[1]
"g = 1
if(g <= 2) {
    d = 1
}
else if(g == 4) {
    s = 0
}
else if(g <= 5) {
    y = 0
}
n = 2
g = 3
q = 2
v = 0
w = 1
END","[1, 0, 1]"
"for(int i=0; i<2; i++) {
    k = 3
}
w = 2
if(w > 0) {
    y = 2
}
k = 2
if(k <= 3) {
    s = 2
}
else {
    m = 4
}
z = 5
if(z < 5) {
    a = 4
}
else if(z < 0) {
    t = 0
}
else {
    x = 3
}
END","[1, 1, 1, 0, 0]"
"v = 2
if(v < 5) {
    k = 2
}
for(int i=0; i<2; i++) {
    p = 5
}
for(int i=0; i<0; i++) {
    k = 1
}
m = 3
if(m > 1) {
    h = 4
}
else if(m == 4) {
    u = 5
}
else if(m >= 1) {
    w = 2
}
c = 4
for(int i=0; i<0; i++) {
    v = 5
}
h = 0
END","[1, 1, 0, 1, 0, 1, 0]"
"q = 1
i = 5
l = 2
if(l == 4) {
    j = 5
}
d = 0
q = 5
z = 4
v = 4
if(v <= 2) {
    k = 4
}
else if(v > 1) {
    g = 2
}
END","[0, 0, 1]"
"r = 0
c = 4
a = 1
if(a > 2) {
    k = 0
}
else if(a >= 4) {
    v = 1
}
else if(a == 3) {
    c = 1
}
else {
    n = 2
}
k = 3
END","[0, 0, 0]"
"g = 5
if(g > 2) {
    v = 0
}
else if(g == 3) {
    f = 1
}
else if(g <= 5) {
    t = 5
}
else {
    q = 5
}
c = 5
for(int i=0; i<1; i++) {
    w = 1
}
n = 5
x = 2
END","[1, 0, 1, 1]"
"x = 5
if(x <= 1) {
    w = 0
}
else if(x <= 4) {
    k = 0
}
else {
    y = 4
}
z = 1
q = 0
if(q == 1) {
    p = 5
}
else if(q < 4) {
    c = 3
}
else {
    w = 0
}
y = 2
if(y == 5) {
    g = 1
}
for(int i=0; i<3; i++) {
    r = 2
}
END","[0, 0, 0, 1, 0, 1]"
"r = 0
if(r == 3) {
    r = 0
}
else if(r > 1) {
    m = 0
}
else if(r < 1) {
    u = 4
}
else {
    u = 2
}
j = 4
if(j < 1) {
    o = 2
}
else if(j <= 3) {
    r = 1
}
else if(j == 2) {
    u = 0
}
else {
    b = 1
}
a = 1
if(a < 0) {
    w = 5
}
else {
    m = 1
}
t = 3
if(t >= 4) {
    l = 5
}
else if(t >= 2) {
    t = 0
}
else {
    i = 0
}
z = 1
if(z < 4) {
    u = 1
}
else if(z >= 4) {
    t = 5
}
else {
    w = 5
}
d = 3
if(d >= 5) {
    m = 1
}
else if(d <= 0) {
    r = 2
}
else if(d >= 4) {
    h = 4
}
else {
    l = 0
}
END","[0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0]"
"a = 2
c = 5
if(c > 5) {
    z = 2
}
else if(c == 5) {
    k = 0
}
for(int i=0; i<2; i++) {
    n = 4
}
z = 0
if(z >= 5) {
    h = 5
}
else if(z == 4) {
    n = 0
}
else {
    b = 2
}
END","[0, 1, 1, 0, 0]"
"q = 3
b = 3
if(b <= 3) {
    o = 4
}
else if(b > 2) {
    n = 5
}
else if(b < 0) {
    r = 3
}
else {
    q = 4
}
u = 0
for(int i=0; i<3; i++) {
    u = 5
}
d = 1
v = 5
END","[1, 1, 0, 1]"
"s = 2
k = 5
for(int i=0; i<2; i++) {
    q = 0
}
a = 3
if(a == 2) {
    f = 4
}
else if(a >= 5) {
    f = 2
}
else if(a <= 4) {
    f = 5
}
else {
    v = 4
}
b = 1
for(int i=0; i<2; i++) {
    f = 2
}
END","[1, 0, 0, 1, 1]"
"for(int i=0; i<1; i++) {
    e = 2
}
for(int i=0; i<1; i++) {
    r = 1
}
t = 1
o = 1
u = 0
if(u < 2) {
    h = 5
}
else {
    x = 1
}
for(int i=0; i<1; i++) {
    v = 2
}
END","[1, 1, 1, 1]"
"z = 5
if(z <= 0) {
    o = 2
}
z = 4
t = 5
z = 2
if(z >= 4) {
    c = 1
}
else {
    r = 3
}
y = 0
r = 3
r = 3
END","[0, 0]"
"c = 1
for(int i=0; i<0; i++) {
    z = 3
}
k = 0
u = 4
END",[0]
"i = 3
if(i > 4) {
    c = 4
}
g = 0
w = 0
if(w == 1) {
    e = 4
}
for(int i=0; i<1; i++) {
    r = 5
}
m = 1
END","[0, 0, 1]"
"z = 4
if(z >= 5) {
    r = 2
}
else if(z >= 4) {
    a = 4
}
else if(z > 0) {
    n = 1
}
else {
    v = 0
}
i = 3
x = 3
l = 4
o = 1
q = 2
END","[0, 1, 1]"
"u = 3
for(int i=0; i<0; i++) {
    o = 4
}
x = 3
p = 3
if(p <= 4) {
    q = 2
}
else if(p < 3) {
    i = 5
}
else if(p >= 4) {
    m = 1
}
END","[0, 1, 0, 0]"
"for(int i=0; i<2; i++) {
    t = 3
}
for(int i=0; i<0; i++) {
    b = 0
}
for(int i=0; i<0; i++) {
    e = 3
}
for(int i=0; i<3; i++) {
    d = 2
}
END","[1, 0, 0, 1]"
"t = 4
for(int i=0; i<3; i++) {
    v = 1
}
for(int i=0; i<1; i++) {
    v = 0
}
END","[1, 1]"
"t = 2
f = 4
a = 2
if(a == 3) {
    y = 0
}
else {
    f = 3
}
m = 3
if(m < 0) {
    b = 3
}
else if(m >= 5) {
    g = 0
}
else if(m >= 1) {
    l = 0
}
o = 4
if(o == 4) {
    r = 4
}
else if(o >= 2) {
    c = 2
}
else {
    h = 4
}
w = 1
if(w > 3) {
    p = 4
}
END","[0, 0, 0, 1, 1, 1, 0]"
"e = 4
f = 2
t = 3
if(t >= 0) {
    a = 0
}
else if(t >= 3) {
    x = 5
}
else if(t <= 0) {
    m = 0
}
else {
    a = 3
}
END","[1, 1, 0]"
"u = 2
for(int i=0; i<3; i++) {
    p = 1
}
v = 4
END",[1]
"i = 2
i = 5
z = 0
x = 3
y = 2
e = 3
END",[]
"m = 5
l = 2
c = 2
g = 5
x = 1
f = 4
END",[]
"for(int i=0; i<1; i++) {
    r = 0
}
u = 1
if(u >= 0) {
    d = 5
}
i = 0
for(int i=0; i<2; i++) {
    d = 0
}
END","[1, 1, 1]"
"s = 0
for(int i=0; i<2; i++) {
    u = 2
}
n = 3
END",[1]
"u = 5
x = 5
a = 3
p = 1
j = 4
END",[]
"i = 3
if(i >= 1) {
    j = 2
}
else {
    q = 2
}
for(int i=0; i<0; i++) {
    q = 0
}
for(int i=0; i<3; i++) {
    l = 5
}
END","[1, 0, 1]"
"l = 2
h = 4
for(int i=0; i<3; i++) {
    x = 0
}
b = 2
END",[1]
"e = 5
x = 1
if(x <= 2) {
    q = 0
}
else if(x > 5) {
    n = 3
}
else if(x == 3) {
    o = 5
}
k = 3
for(int i=0; i<3; i++) {
    j = 2
}
v = 2
if(v < 4) {
    y = 5
}
else {
    z = 4
}
for(int i=0; i<0; i++) {
    i = 1
}
END","[1, 0, 0, 1, 1, 0]"
"m = 5
if(m < 1) {
    z = 0
}
else {
    s = 4
}
c = 0
o = 1
q = 1
x = 1
e = 5
END",[0]
"for(int i=0; i<3; i++) {
    v = 4
}
r = 1
l = 5
e = 2
if(e > 4) {
    i = 4
}
else if(e >= 0) {
    l = 3
}
else {
    a = 1
}
END","[1, 0, 1]"
"x = 4
for(int i=0; i<1; i++) {
    w = 5
}
t = 5
if(t > 1) {
    s = 5
}
else if(t > 2) {
    c = 3
}
else if(t < 1) {
    n = 5
}
END","[1, 1, 1, 0]"
"x = 3
q = 1
if(q == 2) {
    b = 0
}
else if(q <= 0) {
    i = 3
}
else if(q <= 5) {
    u = 3
}
else {
    f = 1
}
for(int i=0; i<3; i++) {
    f = 3
}
END","[0, 0, 1, 1]"
"m = 0
for(int i=0; i<0; i++) {
    e = 3
}
d = 1
for(int i=0; i<2; i++) {
    t = 1
}
o = 1
END","[0, 1]"
"j = 3
t = 0
w = 4
c = 4
if(c >= 4) {
    v = 0
}
else if(c < 0) {
    m = 2
}
j = 5
p = 5
h = 5
END","[1, 0]"
"for(int i=0; i<0; i++) {
    p = 5
}
b = 4
p = 4
if(p <= 2) {
    l = 4
}
else {
    b = 1
}
e = 1
if(e >= 2) {
    i = 3
}
else if(e >= 5) {
    l = 0
}
else if(e > 2) {
    n = 0
}
for(int i=0; i<1; i++) {
    d = 4
}
END","[0, 0, 0, 0, 0, 1]"
"for(int i=0; i<1; i++) {
    j = 1
}
r = 0
z = 0
d = 3
END",[1]
"for(int i=0; i<3; i++) {
    v = 1
}
v = 1
if(v >= 0) {
    y = 1
}
else {
    k = 3
}
for(int i=0; i<0; i++) {
    e = 0
}
c = 1
h = 0
b = 3
if(b == 1) {
    a = 4
}
else if(b > 4) {
    d = 5
}
else if(b == 1) {
    c = 1
}
for(int i=0; i<3; i++) {
    r = 2
}
END","[1, 1, 0, 0, 0, 0, 1]"
"for(int i=0; i<0; i++) {
    b = 4
}
for(int i=0; i<0; i++) {
    v = 4
}
f = 0
if(f == 5) {
    e = 2
}
else {
    r = 1
}
END","[0, 0, 0]"
"for(int i=0; i<3; i++) {
    w = 2
}
c = 4
m = 1
a = 0
r = 1
if(r >= 2) {
    k = 4
}
else if(r == 2) {
    h = 5
}
else if(r > 3) {
    w = 2
}
else {
    y = 4
}
for(int i=0; i<1; i++) {
    f = 5
}
END","[1, 0, 0, 0, 1]"
"for(int i=0; i<3; i++) {
    x = 1
}
v = 0
if(v <= 4) {
    l = 2
}
else if(v == 4) {
    v = 0
}
else {
    x = 1
}
for(int i=0; i<0; i++) {
    m = 5
}
END","[1, 1, 0, 0]"
"p = 4
f = 4
p = 3
l = 0
x = 1
u = 1
for(int i=0; i<3; i++) {
    m = 5
}
END",[1]
"b = 5
for(int i=0; i<3; i++) {
    t = 5
}
for(int i=0; i<3; i++) {
    h = 1
}
END","[1, 1]"
"s = 1
for(int i=0; i<3; i++) {
    g = 3
}
i = 2
h = 2
x = 0
g = 4
END",[1]
"for(int i=0; i<2; i++) {
    a = 5
}
j = 3
if(j == 3) {
    q = 0
}
else if(j <= 4) {
    a = 3
}
else if(j >= 1) {
    u = 2
}
else {
    w = 5
}
h = 5
if(h == 2) {
    e = 2
}
else if(h < 4) {
    e = 5
}
END","[1, 1, 1, 1, 0, 0]"
"for(int i=0; i<1; i++) {
    i = 5
}
for(int i=0; i<3; i++) {
    z = 5
}
c = 5
END","[1, 1]"
"h = 5
s = 1
if(s > 0) {
    o = 0
}
else if(s < 2) {
    p = 0
}
else if(s == 4) {
    l = 3
}
for(int i=0; i<1; i++) {
    n = 0
}
b = 5
END","[1, 1, 0, 1]"
"t = 2
d = 1
if(d <= 5) {
    i = 0
}
q = 2
y = 2
g = 3
END",[1]
